51302761284,dcf,183,103
51302776416,bae,128,282
51302803464,bad,245,225
51302813920,gad,223,84
51302816792,fga,294,252
51302843734,fgb,31,24
51302957826,efg,294,213
51302957919,eae,76,26
51302962137,dcg,144,154
51302981653,ffa,104,263
51302991748,dag,201,173
51302992479,ddg,192,86
51302996416,eeg,239,84
51303011759,dga,203,105
51303015673,ceg,85,78
51303021944,bfb,85,132
51303033644,gce,126,39
51303042384,fga,26,201
51303042842,bag,165,56
51303054037,bgb,14,248
51303069076,bcf,252,255
51303088241,dgc,121,249
51303092908,dbb,49,27
51303106187,gdd,271,217
51303132750,def,42,193
51303136711,fcc,202,311
51303182389,abb,24,155
51303238327,eee,272,32
51303244974,cgd,95,64
51303248194,bge,146,296
51303276674,dac,195,16
51303276993,eef,133,264
51303304758,bbe,74,77
51303315448,ded,56,52
51303349504,cga,114,43
51303400620,fcc,153,267
51303433124,acb,172,278
51303490774,bce,253,20
51303512455,acc,270,29
51303532026,fbc,242,127
51303549447,gca,156,127
51303570027,egb,190,15
51303571652,dag,105,160
51303586193,ede,290,219
51303652306,bcg,211,223
51303662346,gaf,110,251
51303664035,dba,291,113
51303695597,aca,26,291
51303716245,ade,76,7
51303721775,ffb,228,127
51303722743,eff,184,108
51303734042,dfa,278,145
51303746397,bbf,171,67
51303753854,gdg,132,216
51303786473,bea,208,88
51303794003,ebg,283,243
51303805825,bcb,103,153
51303831204,bcf,165,204
51303844542,caf,242,236
51303845967,cfa,159,53
51303850701,bgd,186,13
51303850926,gdb,230,37
51303891488,beb,58,294
51303907914,faf,49,114
51303984042,gab,98,7
51303991472,cgf,228,272
51303991646,fce,234,18
51303996330,fgc,203,98
51303998033,bec,109,24
51304056354,cce,1,35
51304072661,egb,120,15
51304091058,gfd,56,75
51304094937,fgf,81,154
51304095059,ggf,154,25
51304136510,abf,18,134
51304140580,gfc,230,23
51304147005,gbb,208,291
51304162149,fae,191,229
51304193141,gdc,285,38
51304205551,ece,23,9
51304266822,dff,288,123
51304283146,fgb,139,27
51304288023,edd,125,90
51304345994,fcg,78,166
51304355390,bga,246,5
51304374009,ecb,246,6
51304392262,ebe,76,121
51304531207,fbc,20,127
51304549263,add,32,283
51304582715,baf,28,8
51304583786,dbg,221,208
51304584257,ddb,224,171
51304644914,gac,97,298
51304683372,dfe,135,69
51304687867,eae,217,24
51304693291,ada,81,153
51304699769,cgc,238,272
51304699883,fba,221,62
51304709120,eda,148,42
51304728643,bae,223,301
51304735671,dab,210,205
51304742858,dcg,274,160
51304751006,fdc,262,40
51304762273,add,109,254
51304765062,gef,277,201
51304773330,ffc,95,194
51304811444,aeb,92,72
51304826302,dbg,61,193
51304840748,cge,166,117
51304850242,acd,52,165
51304860833,ced,278,130
51304871657,acg,154,111
51304872437,cee,199,162
51304893635,bgd,247,12
51304898362,ggg,21,202
51304899437,beb,40,288
51304908409,bda,201,62
51304912627,gda,14,231
51304923691,gdb,268,33
51304930013,fgc,117,85
51304952531,gag,105,252
51304982024,cbd,277,82
51304991854,eac,72,266
51305015772,bfg,174,235
51305044892,cdg,230,171
51305045973,adg,86,151
51305082002,eea,82,39
51305084655,dda,155,268
51305085896,aeg,152,93
51305102041,eeb,297,9
51305109124,gge,6,134
51305127996,aee,147,210
51305128661,gbd,108,71
51305150210,bab,117,89
51305213106,dcc,262,78
51305235069,faa,182,205
51305275951,edg,107,167
51305283761,bfa,1,25
51305299423,gbc,249,147
51305299824,aff,57,16
51305300742,eda,194,47
51305312858,ebd,36,166
51305336475,bbc,42,144
51305336908,ace,57,189
51305359400,dgf,37,77
51305362386,dfc,88,44
51305405192,bee,220,22
51305443507,bfc,169,172
51305447314,bca,75,250
51305490529,def,119,210
51305513349,geg,278,120
51305522801,cda,266,32
51305526009,fbg,1,51
51305547815,cfe,113,237
51305561188,adb,111,158
51305589947,eac,1,228
51305654206,ffc,151,211
51305684807,bge,147,316
51305703768,aec,24,107
51305737485,bfb,177,154
51305784700,bef,167,126
51305793676,aae,44,285
51305814272,dea,107,250
51305816917,aad,6,195
51305835269,bae,255,301
51305840812,eae,105,24
51305854739,deg,70,248
51305859164,daa,203,203
51305871740,eed,19,220
51305901464,cfc,229,136
51305904323,cad,277,48
51305905448,ebd,215,147
51305921304,dgg,217,114
51305946926,dbf,264,105
51306100571,afe,16,91
51306128566,eda,61,42
51306147299,dce,128,201
51306165266,adf,175,292
51306171103,cdd,280,242
51306193671,gbe,186,78
51306213386,eec,243,188
51306213797,edb,203,191
51306255752,aae,251,316
51306261363,fcb,181,165
51306280332,feb,108,211
51306281573,ecc,23,234
51306320069,bda,37,70
51306322491,fea,227,219
51306343099,gcg,154,280
51306363193,daf,270,12
51306405334,gfe,8,89
51306427464,abb,196,148
51306438694,bba,295,44
51306438760,aed,253,81
51306445759,dag,52,131
51306492788,beg,113,213
51306496951,ecg,186,225
51306502381,dff,149,130
51306507660,fag,242,20
51306509584,cab,282,228
51306558387,fbd,193,64
51306593160,fda,194,36
51306599460,aac,267,283
51306609696,acc,34,29
51306616739,gfg,298,216
51306622116,gca,58,123
51306625937,dga,113,89
51306654034,bgc,262,51
51306660516,bbb,8,136
51306692365,eag,91,72
51306696774,bee,48,25
51306728672,ddd,263,253
51306772348,aab,169,105
51306781422,fec,178,29
51306783540,ecb,244,5
51306796693,bdg,136,101
51306797745,ccg,97,9
51306805997,bfg,151,272
51306806939,ecf,51,67
51306809233,dfg,39,220
51306820068,eda,269,36
51306831649,gce,35,35
51306840312,fga,267,178
51306854192,agg,269,191
51306859039,gcf,124,271
51306864007,bgg,293,305
51306872528,eae,245,24
51306874383,fdf,231,86
51306875034,fdf,93,90
51306882751,fca,267,267
51306900084,cba,196,157
51306904004,aba,44,72
51306913426,cfd,136,56
51306916558,dgd,8,150
51306922859,gfb,184,15
51306926556,gdg,178,198
51306941670,bgf,140,93
51306948656,dgb,113,203
51306949933,bga,211,5
51306956346,baa,88,294
51306962895,ddc,150,10
51306963317,ccb,227,87
51306971697,fgd,239,238
51306973527,efa,190,146
51306977647,cca,15,223
51306984478,cgg,103,76
51307002334,dbf,293,92
51307004814,eeg,222,71
51307017827,gec,270,40
51307027022,cga,266,40
51307046301,fda,52,30
51307046458,cbc,84,87
51307068461,cfc,279,130
51307073437,aag,119,253
51307112998,egg,79,23
51307129528,egd,71,118
51307162829,aef,141,74
51307188424,gaf,153,253
51307205173,gfa,164,179
51307212919,cac,249,182
51307219383,eeg,7,79
51307222953,abb,28,124
51307225295,edf,27,92
51307240760,deb,81,211
51307260585,agb,94,258
51307269627,efb,86,23
51307284322,gae,12,9
51307289935,eeg,267,90
51307291401,bed,20,169
51307304969,eaf,50,49
51307315765,bdd,111,117
51307326063,ffe,114,12
51307327436,ebb,105,32
51307347029,afb,185,52
51307347395,gdf,283,104
51307374557,bdf,282,89
51307382395,ebf,175,216
51307406660,cgg,251,77
51307419181,fee,253,109
51307432133,bfa,170,28
51307485560,acd,192,174
51307485879,dca,248,145
51307503209,ebc,51,83
51307514334,aed,73,76
51307534705,cca,82,243
51307550674,ece,268,7
51307560453,efc,55,142
51307588561,fce,86,16
51307613049,geb,32,167
51307616865,afg,69,147
51307617434,adc,105,183
51307621305,fad,182,255
51307624143,fge,255,103
51307624464,cba,1,153
51307625564,agc,222,270
51307627972,fgg,125,134
51307632012,abg,8,222
51307654486,fed,101,33
51307655597,cea,278,216
51307686288,fga,249,142
51307712555,fdd,98,32
51307724819,cdf,267,33
51307739761,bce,8,20
51307744678,edg,189,141
51307746611,gbg,96,280
51307752896,agd,73,351
51307798834,aag,298,296
51307805895,aea,48,317
51307807132,ccd,292,103
51307808724,dae,10,19
51307810061,age,95,88
51307830238,aef,270,64
51307834472,cgd,30,56
51307838419,cgd,256,60
51307858267,aeg,150,78
51307865057,cbe,136,159
51307916501,cbb,79,56
51307921158,fbg,117,51
51307961848,cae,21,32
51307980458,aaa,201,133
51307985687,caa,262,249
51308015313,abe,228,278
51308016575,acb,165,236
51308025329,bcd,138,117
51308042516,adb,215,183
51308058546,bda,265,63
51308060839,dge,113,278
51308064530,fde,74,139
51308067894,gee,194,259
51308072841,gcb,159,12
51308076856,ecc,4,229
51308114436,gcc,201,17
51308124904,fdg,173,110
51308170775,eac,217,207
51308177694,bge,121,316
51308201869,ebb,233,26
51308208550,dbc,43,169
51308209978,efg,183,213
51308220119,aea,6,355
51308221791,dfb,15,206
51308237599,efg,286,225
51308275493,gbd,20,74
51308277674,bbe,165,70
51308292192,fba,254,53
51308298978,ged,236,54
51308307177,bfc,246,185
51308314973,daa,7,211
51308322833,fad,242,283
51308334803,eae,192,21
51308336636,cdg,108,176
51308352438,bde,91,34
51308358140,ffe,25,9
51308363708,fcc,147,283
51308384581,cgc,57,247
51308393837,cge,43,111
51308417027,bef,98,109
51308474852,ddf,53,15
51308477645,abc,19,114
51308493082,dad,65,115
51308518034,bec,168,22
51308539502,gdc,55,39
51308544460,cde,216,196
51308562922,gfc,28,26
51308572878,eff,231,108
51308587824,ebg,18,240
51308592280,gdg,113,213
51308606390,bbf,230,66
51308628578,cec,238,220
51308629596,fab,25,23
51308630230,ada,270,175
51308674943,gdf,254,83
51308690748,fcf,227,270
51308709382,agf,107,107
51308715392,dbe,87,94
51308756856,gbc,256,129
51308785021,dfd,292,72
51308796421,afa,207,197
51308803248,ead,130,119
51308805767,dfd,215,75
51308828804,edc,123,156
51308851896,gdb,83,34
51308858230,gba,180,93
51308861562,eee,72,37
51308875384,fef,19,199
51308884267,bcc,98,12
51308887981,cgb,274,170
51308890855,ccd,101,113
51308896265,dcf,101,94
51308897156,bcf,96,240
51308900925,gdf,242,73
51308918731,eba,220,9
51308918984,fff,234,104
51308926323,ced,58,127
51308932264,ada,88,168
51308936038,ffa,203,265
51308939667,cdc,39,73
51309012433,fac,140,203
51309012569,bfd,124,207
51309027483,gcd,179,83
51309047211,ggb,200,70
51309059258,eaa,282,31
51309073798,cag,123,264
51309078220,ebe,161,104
51309079226,ecd,44,277
51309079379,efd,60,41
51309083917,dec,60,257
51309094363,gdb,275,37
51309112070,ggb,127,80
51309131984,eac,54,209
51309138730,ecf,159,75
51309163802,cag,106,211
51309166029,ddg,64,75
51309174388,ccd,260,98
51309174654,bag,290,60
51309189961,dae,89,22
51309220217,gga,163,98
51309222936,gde,169,185
51309228383,abc,153,121
51309237181,cdd,171,275
51309241135,bbg,214,242
51309267383,aef,118,62
51309274577,cfg,151,14
51309280616,efd,153,47
51309291417,ddg,59,66
51309295861,fcd,5,136
51309311920,dde,267,187
51309357942,fbe,49,126
51309360580,bgd,20,10
51309368414,afc,115,137
51309368725,bag,102,57
51309370282,ega,168,253
51309400952,ead,172,138
51309403664,aga,200,71
51309433462,feb,251,185
51309440222,bcg,163,225
51309442675,aeb,118,74
51309475745,aed,67,76
51309477245,fca,17,226
51309478329,dgb,20,221
51309479643,cbf,21,198
51309484975,gff,20,176
51309485110,gda,274,272
51309487566,ggg,171,208
51309495368,cga,89,44
51309498677,ceb,158,298
51309505751,aec,162,112
51309525269,fbf,292,150
51309569529,dbd,227,258
51309575866,bac,59,59
51309580375,gbf,132,284
51309581872,cff,215,19
51309587033,egf,287,165
51309594280,dab,137,237
51309594809,ege,196,111
51309599214,ggd,3,257
51309631560,fbb,194,94
51309659000,gfc,95,23
51309660763,fdb,104,146
51309679058,dee,35,73
51309686041,bdb,208,284
51309706497,gef,48,205
51309755034,bff,289,175
51309755725,fae,30,261
51309758120,cee,98,144
51309760600,cfb,193,77
51309771171,dba,168,98
51309773962,eab,299,31
51309781693,daa,61,189
51309817587,adf,227,265
51309823324,bcb,292,172
51309858985,bdc,150,229
51309867994,ffg,12,240
51309891629,dac,209,12
51309893753,ddb,272,171
51309900830,aaf,154,140
51309925479,ecd,98,279
51309941158,gcb,156,12
51309962241,cef,170,210
51309963725,adg,9,120
51309967817,ebc,73,69
51309977711,ffd,64,119
51309980628,cbf,106,217
51309985999,cdb,137,215
51309986186,bcg,91,189
51309990443,bfb,197,170
51310054078,ccc,262,168
51310054645,fdd,284,25
51310069968,feg,286,164
51310074923,abd,154,100
51310112976,baa,164,302
51310113383,cda,197,32
51310126153,fee,216,87
51310137814,dae,117,23
51310157287,fgd,91,257
51310202836,gfe,79,95
51310211283,ebe,120,97
51310212064,eea,173,34
51310223767,daa,76,204
51310237975,baa,157,350
51310250312,dda,240,284
51310251646,bbd,104,29
51310300548,cgb,46,154
51310311758,dcf,206,80
51310316116,ecb,244,5
51310316596,fab,223,23
51310323438,bcc,247,11
51310335012,add,219,276
51310338370,gdd,224,208
51310382487,cbd,77,82
51310391091,eaa,250,30
51310436546,dcd,167,243
51310439673,caf,139,233
51310443725,gge,133,116
51310446691,ade,125,7
51310472213,bfa,267,29
51310502404,bea,220,77
51310525882,dad,167,125
51310527301,acf,72,110
51310533122,egc,10,183
51310558280,bea,209,73
51310579209,aab,290,94
51310584587,ceg,209,88
51310600205,abe,246,278
51310607338,dbf,193,82
51310613319,dcb,198,173
51310634385,ecf,122,89
51310642722,gaa,65,53
51310723437,acg,30,113
51310773000,faa,112,241
51310775997,dge,38,247
51310793037,ggg,155,218
51310811623,bda,166,51
51310815881,ccc,199,191
51310833729,cbg,42,288
51310884460,afd,87,338
51310968936,aed,76,86
51310970512,ccf,97,216
51310974352,cfe,95,241
51310976843,bfe,160,38
51310986250,bef,90,124
51311021537,gce,16,40
51311030779,gea,108,167
51311036246,eca,94,17
51311060467,bba,20,42
51311061241,dba,125,81
51311064714,fge,44,118
51311067584,ced,21,149
51311086036,gee,279,227
51311122339,gdd,270,201
51311125278,gca,225,100
51311224457,cda,18,26
51311231304,afg,2,126
51311235117,bcf,92,254
51311251608,ded,23,59
51311251755,gbb,59,293
51311255772,eeg,187,76
51311258810,bbf,203,59
51311289757,cga,252,46
51311309465,ggg,189,239
51311322980,faf,14,121
51311335489,bag,27,49
51311338587,gcd,169,88
51311345294,bgb,24,240
51311347523,cbg,209,247
51311401695,gac,78,321
51311404554,efe,297,7
51311409489,dba,166,77
51311429307,dcc,286,81
51311431716,bab,198,103
51311481515,gaa,220,57
51311528337,deg,88,200
51311528966,gdg,55,219
51311532115,gdg,25,260
51311536423,eef,33,269
51311570738,bad,226,186
51311581655,fae,63,297
51311643930,bad,126,163
51311649536,bgd,200,9
51311654579,ggc,219,163
51311655304,fbc,131,101
51311707945,dbg,19,202
51311716241,aab,118,105
51311730758,ccg,157,7
51311732017,gda,234,228
51311732753,aaa,39,115
51311751464,bbb,167,122
51311762980,daa,144,183
51311765923,beb,188,322
51311768314,cfg,42,16
51311777897,bga,271,5
51311788393,gfd,282,75
51311789611,cge,79,97
51311801125,bbc,248,151
51311832095,dbb,239,30
51311875727,gfd,77,66
51311891717,aga,201,56
51311897286,bgg,267,338
51311921501,fca,282,192
51311945889,dfe,13,55
51311946318,dgc,60,226
51311946869,fbe,181,127
51311956613,aea,14,298
51311989385,gfe,252,93
51311989387,fee,272,76
51311991489,cgf,226,247
51312004316,fbb,216,110
51312019774,eba,220,9
51312037884,abd,33,100
51312043213,ege,2,125
51312045507,efe,276,6
51312057630,bed,298,147
51312061672,ecg,119,182
51312072820,agc,213,294
51312082344,geg,101,122
51312102106,ega,269,225
51312109531,fgc,237,94
51312112739,gad,71,84
51312119133,edb,114,192
51312149866,baf,263,7
51312179825,ebg,152,283
51312187095,cca,134,245
51312255706,bgc,95,41
51312277533,cab,44,253
51312323867,aad,102,191
51312332037,bfd,277,217
51312343849,dcb,265,162
51312357330,dea,185,230
51312396545,ecd,155,242
51312410163,efd,216,45
51312447803,bge,80,255
51312476180,fca,51,224
51312500597,fgf,275,135
51312534081,ceg,296,80
51312541576,afa,46,212
51312548830,ffe,176,7
51312551257,eeg,149,85
51312556264,dfa,133,137
51312568896,ecd,298,249
51312611949,acb,290,231
51312618596,cea,201,213
51312623494,eda,237,36
51312637267,fcf,194,297
51312641840,caa,101,263
51312694168,dgd,176,175
51312695465,fcg,25,144
51312705081,fdc,136,44
51312710175,acf,67,118
51312713753,efg,227,265
51312760600,cff,78,16
51312771147,gbc,158,109
51312800193,cbe,20,166
51312826312,fbf,292,129
51312844330,bcb,144,201
51312859860,aff,123,14
51312860825,cee,270,148
51312900334,ege,76,141
51312919531,ebg,86,319
51312924910,gea,236,148
51312941138,aga,72,57
51312955025,gad,58,99
51312959310,dfg,268,198
51312962413,cgf,202,284
51312972258,age,271,89
51312994526,cfg,140,13
51313025718,gfg,262,233
51313030621,ffa,225,225
51313035052,bbg,254,239
51313079188,eec,269,157
51313084970,gag,44,252
51313087256,cge,58,87
51313099183,aca,160,343
51313108367,ddf,278,12
51313126710,aec,89,100
51313127702,bde,203,32
51313136831,efa,128,159
51313170674,ccd,36,93
51313172325,ede,263,210
51313179186,egg,116,25
51313220631,fcb,92,188
51313226177,dbf,245,83
51313230653,cad,224,39
51313257342,fgf,65,126
51313297009,egb,36,13
51313321341,aad,251,171
51313324492,bgf,11,78
51313339716,ccc,241,166
51313342860,cbf,203,249
51313342981,eeb,275,10
51313354729,ggf,8,25
51313358703,gga,214,99
51313379802,dce,13,192
51313408829,gcf,141,222
51313419552,efa,212,135
51313428370,abf,45,127
51313443746,fdb,177,137
51313454327,cgg,102,68
51313456581,adg,165,110
51313475472,cgf,120,286
51313505050,ade,296,7
51313527007,dcg,257,139
51313527121,eab,24,30
51313534143,fgb,142,22
51313555311,gbf,270,230
51313600406,abb,90,101
51313607658,efb,291,20
51313612121,afa,167,182
51313626013,gab,263,7
51313656150,edd,109,100
51313660768,ddd,237,290
51313672331,abg,289,188
51313681709,fdd,207,20
51313682436,cfa,253,49
51313694848,ffb,21,113
51313696130,ggd,58,274
51313719988,gge,208,93
51313736369,agb,98,232
51313773429,ebf,200,194
51313775051,caf,143,272
51313778354,dag,165,110
51313780472,ffc,96,192
51313800499,dfc,13,50
51313818953,aea,98,250
51313844909,gbe,222,62
51313856432,cce,272,41
51313898453,ffg,168,271
51313902514,eae,169,21
51313923389,abc,46,110
51313948990,cgc,253,271
51313973629,cbe,174,152
51314054974,aac,32,260
51314070961,bfa,72,24
51314083788,def,170,193
51314091196,dga,110,76
51314099460,cee,56,119
51314104799,cbc,151,84
51314121894,bce,229,18
51314130870,ada,254,179
51314143384,baa,149,304
51314143391,ege,93,152
51314162740,geg,251,112
51314180518,ceb,211,286
51314189739,bca,88,257
51314247438,gfb,80,16
51314267424,afb,41,61
51314270203,efb,119,20
51314271680,bae,100,313
51314272262,gge,166,76
51314279810,eba,186,9
51314282888,bgc,261,37
51314283882,cgb,154,169
51314319553,aee,214,231
51314329006,bgd,38,9
51314329850,fda,236,29
51314340231,dfe,198,44
51314340896,aed,101,78
51314359116,bge,54,280
51314360599,dea,260,223
51314383089,bad,283,148
51314389826,fad,166,271
51314403742,fca,55,262
51314413923,ebg,234,267
51314448102,daf,286,11
51314524850,dgf,93,66
51314527098,eaa,10,35
51314528446,cfd,83,52
51314529080,ffg,35,271
51314559907,cec,200,200
51314586325,bfg,191,263
51314606456,bcg,137,192
51314609044,beb,94,276
51314614357,gde,53,170
51314626961,gcf,138,195
51314645049,ccf,169,174
51314662504,geb,186,150
51314702322,agg,237,223
51314705871,gae,180,8
51314706418,dca,151,166
51314724065,egb,33,12
51314726726,dcc,81,90
51314731446,ddc,264,9
51314735813,dgg,36,103
51314736533,dbc,274,143
51314746082,gfc,256,25
51314776398,bad,212,124
51314787694,cac,61,200
51314803363,abg,273,157
51314814076,dab,295,222
51314814675,adb,210,208
51314862750,cfc,290,145
51314887267,ccb,146,98
51314895042,ege,54,179
51314896336,fbd,165,65
51314920277,cab,283,242
51314923843,ccd,174,108
51314928766,edf,89,105
51314933675,agg,269,256
51314934215,ebf,160,178
51314953604,eba,217,7
51314956193,bdd,14,132
51314957764,gbd,160,66
51314966020,ace,115,181
51314967428,fda,149,29
51314978197,afa,70,202
51314985684,fde,288,144
51314996853,ddb,33,193
51315022426,cfg,225,12
51315046221,dba,171,62
51315052270,bbd,141,24
51315059101,dff,226,110
51315070299,egd,296,94
51315083622,bca,232,215
51315091966,fff,213,86
51315110853,bbe,69,60
51315131645,dab,285,261
51315136320,dae,53,25
51315143916,gcd,206,77
51315147156,eag,157,72
51315149543,caa,233,305
51315181083,gcf,94,202
51315218803,ecb,26,5
51315222127,eed,22,178
51315223729,cda,233,29
51315237402,fea,1,249
51315260976,bfc,174,160
51315272980,fea,21,278
51315274236,fgd,241,267
51315296160,geg,196,106
51315298857,ece,35,5
51315298972,beb,193,298
51315305878,fae,204,341
51315313272,aab,140,102
51315314294,gbb,140,281
51315335947,dcg,264,154
51315337318,ecc,153,201
51315399450,cdf,213,37
51315435004,eeg,165,101
51315444807,ebc,253,70
51315452732,fcd,100,137
51315472026,fag,74,20
51315488560,cfd,20,60
51315528973,fea,291,322
51315538652,acd,20,149
51315548366,ggb,15,79
51315574383,bdg,123,105
51315592453,bff,128,190
51315600121,fdc,108,36
51315603160,fac,126,235
51315605625,fdc,122,40
51315605736,cag,23,200
51315605829,fef,222,234
51315622112,gdc,135,32
51315623315,gee,159,211
51315662724,ega,185,202
51315697201,fcc,228,297
51315698285,ade,104,6
51315711512,beg,17,172
51315713816,fde,87,152
51315739280,efc,295,127
51315752998,efd,63,43
51315779920,ebg,139,242
51315798144,gfa,183,211
51315800597,gff,80,161
51315801873,ebd,113,164
51315808128,aae,237,366
51315813035,fcg,83,167
51315823317,fce,170,15
51315863016,gef,180,184
51315871837,cbf,183,263
51315876490,aeg,223,70
51315889319,dde,255,213
51315893755,ddc,45,7
51315906607,afe,252,94
51315916894,bee,187,21
51315926461,dad,100,112
51315931638,gaa,69,58
51315934886,geb,287,120
51315939503,dda,114,326
51315942054,deb,230,196
51315942450,dfg,40,225
51315961353,edc,60,131
51316002020,eef,204,217
51316030489,afd,214,270
51316051241,gba,94,77
51316071833,acc,13,25
51316079531,gcc,6,17
51316084819,ffe,211,6
51316094477,aba,46,79
51316113455,fbg,181,53
51316158277,cbd,234,69
51316212590,eaf,147,54
51316216685,egc,214,212
51316226370,ffe,171,5
51316230463,gaf,94,245
51316250823,gcg,240,266
51316268877,fba,172,60
51316270265,beg,44,153
51316280566,fec,213,31
51316305601,agd,226,403
51316332061,dfg,54,258
51316345358,agc,143,235
51316351984,gec,219,41
51316422033,cdc,126,78
51316464017,adc,137,206
51316491721,adf,263,304
51316492670,bba,48,43
51316509205,fga,188,168
51316519696,dcg,164,181
51316527519,bed,27,169
51316550109,bdb,21,315
51316573949,fgg,204,129
51316580760,daa,40,168
51316594061,ceb,3,326
51316602723,gaf,118,281
51316617690,cab,112,229
51316623774,dfd,243,81
51316660632,egg,14,20
51316662824,dgb,241,185
51316667028,aea,280,265
51316676053,gac,257,260
51316676203,gbg,256,271
51316734336,ecd,120,221
51316735961,fed,104,32
51316744002,agf,153,120
51316745172,fdf,221,84
51316756523,gge,185,81
51316758225,bda,287,52
51316768998,eff,158,109
51316774118,bcb,48,186
51316789410,edd,19,85
51316812936,gfa,41,189
51316860126,gfg,289,267
51316872735,gea,43,146
51316889735,bab,49,83
51316889911,add,49,292
51316897499,gfd,226,67
51316906758,eba,61,6
51316912906,fbc,57,99
51316941395,efg,262,214
51316944944,ded,21,54
51316993994,cba,28,146
51317000506,cgd,40,64
51317013171,gcg,261,258
51317017085,bcd,54,127
51317020863,afg,192,118
51317040634,bbg,3,217
51317058244,fgc,16,110
51317084515,cbb,181,44
51317105898,dfb,84,226
51317109305,cdd,299,231
51317129891,cag,174,190
51317145575,aed,241,88
51317196501,ggg,59,203
51317214967,dcf,44,75
51317217818,ebb,236,20
51317217921,aag,242,281
51317223424,daf,102,9
51317225836,bdf,54,77
51317228009,bcc,286,12
51317228258,eac,291,181
51317230525,gdc,139,34
51317232468,cae,62,37
51317244096,fad,251,308
51317258131,gdf,19,86
51317259674,ecf,104,82
51317266236,cgf,278,283
51317268810,ceb,53,352
51317292863,ffd,276,138
51317300497,gce,36,40
51317315294,dfa,227,157
51317341903,efe,63,7
51317344416,fce,180,14
51317356977,fdg,227,107
51317359326,aed,68,78
51317385180,dff,208,123
51317422086,aba,259,69
51317451500,eee,59,41
51317459315,edg,49,133
51317463599,faa,29,274
51317479878,gag,250,257
51317524581,cde,137,211
51317543943,dac,286,12
51317576715,dfa,101,172
51317589221,fbb,173,125
51317632417,aeb,228,77
51317636977,eaa,211,28
51317653593,dff,61,146
51317709025,acg,207,115
51317711095,cge,26,93
51317739889,cgc,243,260
51317762166,bca,289,191
51317774184,ged,209,50
51317805338,eba,29,7
51317813623,cdb,2,204
51317814181,fcb,65,165
51317816590,adb,228,166
51317817551,bde,16,26
51317821709,fbg,158,53
51317828538,cgc,3,265
51317836820,fdg,82,124
51317854317,deb,59,209
51317874163,fae,158,327
51317879882,ecb,180,5
51317885420,bea,193,70
51317889604,fcd,10,130
51317912743,ebe,136,90
51317925356,dbd,96,216
51317954562,gcb,190,11
51317959889,egc,207,245
51317962092,gdb,286,40
51317987951,ged,175,43
51318015303,efa,181,145
